,state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
648,oregon,OR,,,841.0,833.0,,,,,24848.0,3576.0,3411.0,42.0,,,2021-03-30,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
649,pennsylvania,PA,,,,,,,,,,11148.0,,134.0,,,2021-03-30,"We have been told vaccinations have begun in this system, but they have not released numbers for this week. Pennsylvania took down its dashboard for several months to revise its data. In April of 2021, Pennsylvania revised its historic daily counts of COVID cases and deaths of prisoners. We've adjusted our number here to reflect the change. The state is no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
650,rhode island,RI,,,412.0,406.0,1.0,,,,,1198.0,1185.0,2.0,,,2021-04-02,"Subtracting 4 presumed positives among prisoners and 13 presumed positives from staff. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
651,south carolina,SC,,,1084.0,1059.0,2.0,,,,,3236.0,3159.0,40.0,729.0,200.0,2021-03-30,
652,south dakota,SD,,417.0,189.0,189.0,0.0,,,,7901.0,2340.0,2333.0,7.0,,,2021-03-30,
653,tennessee,TN,,9270.0,1493.0,1468.0,5.0,,,,40445.0,6635.0,6581.0,42.0,,,2021-03-30,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
654,texas,TX,,193095.0,11415.0,10835.0,44.0,11490.0,7988.0,,458844.0,34396.0,32885.0,273.0,,,2021-03-30,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. We have been told prisoner vaccinations have begun in this system, but they have not released numbers for this week. Staff vaccines as of 4/2"
655,utah,UT,,,399.0,396.0,,,,,27053.0,3443.0,3372.0,16.0,243.0,144.0,2021-03-31,Vax numbers as of 4/1
656,vermont,VT,,,99.0,90.0,0.0,,467.0,2885.0,19690.0,457.0,,0.0,188.0,,2021-03-30,"Staff vaccination numbers do NOT include healthcare workers, who are contractors. Staff are given J&J 1-dose vaccine."
657,virginia,VA,,,,,5.0,,,,,9011.0,,56.0,16362.0,,2021-03-30,Virginia later revised their number of partially vaccinated staff and we have updated our figures here.
658,washington,WA,,,1149.0,,2.0,,,,,6190.0,6170.0,13.0,,,2021-03-30,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
659,west virginia,WV,,12270.0,469.0,462.0,1.0,834.0,780.0,,9911.0,1557.0,1535.0,9.0,,989.0,2021-03-30,"Vax numbers as of 4/3, J&J vaccine"
660,wisconsin,WI,,,2509.0,2500.0,,,,,97092.0,10923.0,10692.0,25.0,,,2021-03-30,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
661,wyoming,WY,,,296.0,291.0,0.0,,,,28374.0,865.0,851.0,3.0,,,2021-03-30,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
662,federal,US,,,6721.0,5453.0,4.0,,16897.0,108612.0,,,,246.0,,24066.0,2021-03-30,The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. 
663,alabama,AL,,,1036.0,971.0,3.0,30.0,,,15493.0,1595.0,1492.0,63.0,0.0,0.0,2021-03-24,
664,alaska,AK,,,313.0,,0.0,,,,27299.0,2384.0,,5.0,2048.0,,2021-03-23,
665,arizona,AZ,,,2734.0,2722.0,,,,43646.0,,12205.0,12055.0,50.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
666,arkansas,AR,,,,,4.0,1049.0,972.0,,,11187.0,11083.0,52.0,0.0,0.0,2021-03-23,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
667,california,CA,,,16037.0,15706.0,26.0,,,120334.0,,49195.0,48335.0,216.0,,,2021-03-23,Staff cases are from 3/22
668,colorado,CO,,,1598.0,,0.0,2731.0,,18893.0,183870.0,8733.0,,29.0,4046.0,,2021-03-23,
669,connecticut,CT,,55177.0,1613.0,1562.0,0.0,2600.0,,,83266.0,4352.0,4198.0,19.0,4134.0,,2021-03-23,
670,delaware,DE,,,,,1.0,,,,,,,13.0,,,2021-03-23,
671,florida,FL,,,5679.0,5426.0,7.0,0.0,0.0,,,17930.0,17701.0,213.0,0.0,0.0,2021-03-24,
672,georgia,GA,,,1691.0,1637.0,4.0,,,,,3674.0,3536.0,93.0,,,2021-03-23,
673,hawaii,HI,,,223.0,222.0,0.0,,,,15627.0,1963.0,1948.0,9.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
674,idaho,ID,5326.0,,466.0,458.0,0.0,224.0,143.0,11097.0,,4117.0,4059.0,6.0,449.0,0.0,2021-03-23,"In addition to the 224 staff vaccinations administered by the DOC, 288 staff also self-disclosed that they have received both doses from outside providers. / 8 of positive staff members were prior positives"
675,illinois,IL,,144765.0,4259.0,4177.0,1.0,,,,422688.0,10813.0,10768.0,,,,2021-03-23,
676,indiana,IN,,5527.0,1494.0,1472.0,4.0,,,,18580.0,3468.0,3404.0,51.0,,,2021-03-23,Vaccination data includes three juvenile facilities that we normally remove from our case data. The number we had for prisoner tests for this week initially was incorrect and has been updated.
677,iowa,IA,,,700.0,698.0,2.0,1208.0,1205.0,,42971.0,4828.0,4805.0,19.0,,,2021-03-23,
678,kansas,KS,,,1207.0,,6.0,1379.0,,,,6097.0,,16.0,5317.0,,2021-03-22,Prisoner vaccine numbers as of 3/24
679,kentucky,KY,,,1082.0,1052.0,5.0,,,,,7883.0,7642.0,48.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
680,louisiana,LA,2449.0,,920.0,906.0,6.0,,,8559.0,,3193.0,3095.0,36.0,,,2021-03-23,
681,maine,ME,,,58.0,55.0,0.0,691.0,671.0,,7584.0,167.0,157.0,1.0,,106.0,2021-03-23,All prisoners have been vaccinated with the on-shot Johnson & Johnson vaccine.
682,maryland,MD,,56620.0,2179.0,2108.0,4.0,4011.0,3968.0,,65158.0,4322.0,4238.0,25.0,830.0,719.0,2021-03-26,
683,massachusetts,MA,,,917.0,,,,,,31717.0,3020.0,,21.0,,,2021-03-24,"In early May 2021, Massachusetts’s Department of Correction revised its number of total prisoner cases after an audit of its records. This resulted in a drop of 450 cases from the previously reported total. In our online tracker, we have gone back to the past weeks of data and estimated the prisoner case breakdown based on this revision. Here in our raw data, we retain the originally reported case totals."
684,michigan,MI,,176756.0,3840.0,,4.0,,,41073.0,643121.0,25929.0,24326.0,139.0,11748.0,4279.0,2021-03-25,Vaccine numbers as of 3/26
685,minnesota,MN,,,1038.0,854.0,0.0,740.0,1033.0,,104259.0,3966.0,3855.0,12.0,369.0,240.0,2021-03-23,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new. testing method, they don't have new presumed positives that will be added to this column. Among the staff vaccines, 569 received the one-shot Johnson and Johnson vaccine, and that number is included in the ""fully vaccinated"" field."
686,mississippi,MS,,573.0,220.0,161.0,,619.0,353.0,,3360.0,1397.0,1373.0,23.0,4241.0,0.0,2021-03-26,
687,missouri,MO,,12960.0,2575.0,2561.0,6.0,,,,78209.0,5581.0,5506.0,48.0,4785.0,,2021-03-23,
688,montana,MT,,,278.0,,0.0,0.0,0.0,,,1129.0,,6.0,484.0,233.0,2021-03-24,
689,nebraska,NE,,,,,,,,,,982.0,,6.0,,,2021-03-23,
690,nevada,NV,,,972.0,,3.0,1167.0,787.0,,,4515.0,,57.0,866.0,2.0,2021-03-23,Vaccine numbers as of 3/26
691,new hampshire,NH,,,175.0,,0.0,,,,1644.0,452.0,448.0,3.0,358.0,304.0,2021-03-23,
692,new jersey,NJ,,173214.0,2698.0,,,,,,242494.0,4750.0,,53.0,,,2021-03-21,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly. We have been told vaccinations have begun in this system this week, but they have not released numbers."
693,new mexico,NM,,,946.0,915.0,0.0,1517.0,1517.0,,41406.0,2968.0,2805.0,28.0,,,2021-03-23,
694,new york,NY,,,4919.0,4771.0,8.0,7538.0,6571.0,,74307.0,6241.0,6087.0,35.0,3374.0,968.0,2021-03-25,
695,north carolina,NC,,91229.0,3780.0,3660.0,12.0,,,40092.0,119610.0,9962.0,8186.0,53.0,,,2021-03-23,
696,north dakota,ND,1147.0,21545.0,282.0,279.0,1.0,,,3283.0,31574.0,632.0,627.0,1.0,,,2021-03-23,
697,ohio,OH,,,4764.0,4697.0,10.0,6074.0,,,66219.0,9628.0,7173.0,134.0,10524.0,,2021-03-25,
698,oklahoma,OK,,14158.0,1037.0,,,,,,30441.0,7365.0,,54.0,,,2021-03-23,
699,oregon,OR,,,839.0,828.0,,,,,24842.0,3570.0,3400.0,42.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
700,pennsylvania,PA,,,,,,,,,,11094.0,,133.0,,,2021-03-26,"We have been told vaccinations have begun in this system, but they have not released numbers for this week. Pennsylvania took down its dashboard for several months to revise its data. In April of 2021, Pennsylvania revised its historic daily counts of COVID cases and deaths of prisoners. We've adjusted our number here to reflect the change. The state is no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
701,rhode island,RI,,,408.0,404.0,1.0,,,,,1190.0,1169.0,2.0,1582.0,,2021-03-26,Subtracting 4 presumed positives among prisoners and 13 presumed positives from staff.
702,south carolina,SC,,,1077.0,1050.0,2.0,,,9920.0,31063.0,3234.0,3107.0,40.0,729.0,0.0,2021-03-23,
703,south dakota,SD,,417.0,189.0,187.0,0.0,,,,7761.0,2340.0,2333.0,7.0,,,2021-03-23,
704,tennessee,TN,,,1490.0,1467.0,5.0,3101.0,,,40299.0,6634.0,6579.0,42.0,6274.0,,2021-03-24,Vaccine numbers as of 3/26
705,texas,TX,,187308.0,11363.0,10770.0,43.0,10894.0,7050.0,,450608.0,34344.0,32808.0,273.0,,,2021-03-23,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
706,utah,UT,,,396.0,343.0,0.0,,,,26728.0,3442.0,3353.0,16.0,184.0,85.0,2021-03-25,"Vaccines for staff have been offered through clinics that the corrections department coordinated with state health officials, and staff can also receive the vaccine through their local health department. They are not reporting a total for staff."
707,vermont,VT,,,93.0,86.0,0.0,,467.0,2860.0,19048.0,455.0,,0.0,163.0,,2021-03-23,The 467 fully vaccinated staff received the one-shot Johnson and Johnson vaccine.
708,virginia,VA,,,2472.0,2439.0,5.0,,4524.0,,99859.0,9008.0,8854.0,56.0,16045.0,13391.0,2021-03-23,Virginia later revised their number of partially vaccinated staff and we have updated our figures here.
709,washington,WA,,,1145.0,,2.0,,,,,6187.0,6169.0,13.0,,,2021-03-23,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
710,west virginia,WV,,11908.0,463.0,458.0,1.0,,,,9776.0,1556.0,1535.0,9.0,0.0,0.0,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
711,wisconsin,WI,,,2504.0,2494.0,,,,,95115.0,10903.0,10681.0,25.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
712,wyoming,WY,,,293.0,287.0,0.0,,,,27409.0,851.0,808.0,3.0,,,2021-03-23,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
713,federal,US,,,6665.0,5313.0,4.0,,16448.0,107867.0,,,,245.0,,18288.0,2021-03-23,"The week of March 9, 2021, the number of total prisoner cases dropped in the federal system by about 25 and have dropped since then. A spokesman attributed the change to their practice of removing prisoners who have been released from their counts of both active cases and recovered cases. This likely leads to an undercount of cases.  More info: https://twitter.com/MarshallProj/status/1375500147384270852 The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. "
714,alabama,AL,,,1034.0,971.0,3.0,,,,15338.0,1567.0,1488.0,63.0,0.0,0.0,2021-03-17,"We are told vaccinations have begun for staff this week, but no numbers have been released yet."
715,alaska,AK,,,303.0,,0.0,,,,27029.0,2382.0,,5.0,1966.0,428.0,2021-03-18,Vaccine numbers as of 3/16.
716,arizona,AZ,,,2714.0,2676.0,,,,43632.0,,12176.0,11907.0,,,,2021-03-16,"We have been told vaccinations have begun in this system, but they have not released numbers for this week. Arizona later revised their prisoner death numbers, classifying five suspected COVID-19 deaths as unrelated. They would not provide updated figures for past weeks, so we have left these blank."
717,arkansas,AR,,,,,4.0,1049.0,972.0,,,11172.0,11070.0,52.0,0.0,0.0,2021-03-16,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
718,california,CA,,,15970.0,15396.0,26.0,26101.0,,119887.0,,49176.0,48299.0,216.0,42809.0,,2021-03-16,Vaccine numbers as of 3/14
719,colorado,CO,,,1589.0,,0.0,2655.0,,18823.0,180386.0,8706.0,,29.0,2218.0,,2021-03-16,
720,connecticut,CT,,53922.0,1582.0,1540.0,0.0,2549.0,,,78729.0,4245.0,4111.0,19.0,3362.0,,2021-03-16,
721,delaware,DE,,,,,1.0,1056.0,773.0,,,,,13.0,210.0,89.0,2021-03-16,
722,florida,FL,,,5643.0,5379.0,7.0,0.0,0.0,,,17918.0,17666.0,210.0,0.0,0.0,2021-03-17,
723,georgia,GA,,,1680.0,1625.0,4.0,,,,,3657.0,3504.0,93.0,,,2021-03-16,
724,hawaii,HI,,,223.0,217.0,0.0,,,,15483.0,1959.0,1934.0,9.0,,,2021-03-16,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
725,idaho,ID,5307.0,,461.0,457.0,0.0,224.0,143.0,11037.0,,4116.0,4013.0,6.0,216.0,0.0,2021-03-16,An additional 259 staff have reported they received both doses of a vaccine from outside providers.
726,illinois,IL,,132109.0,4224.0,4130.0,1.0,3686.0,0.0,,390846.0,10797.0,10717.0,87.0,17577.0,0.0,2021-03-16,
727,indiana,IN,,5521.0,1494.0,1471.0,4.0,2730.0,2529.0,,18197.0,3467.0,3390.0,51.0,,,2021-03-17,Vaccination data includes three juvenile facilities that we normally remove from our case data.
728,iowa,IA,,,700.0,698.0,2.0,1208.0,1199.0,,42482.0,4824.0,4775.0,19.0,197.0,197.0,2021-03-16,
729,kansas,KS,,,1205.0,,5.0,,,,,6097.0,,16.0,4978.0,,2021-03-15,Vaccine numbers as of 3/17
730,kentucky,KY,,,1070.0,1017.0,5.0,,,,,7806.0,7132.0,46.0,,,2021-03-16,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
731,louisiana,LA,2448.0,,919.0,899.0,6.0,,,8489.0,,3191.0,3083.0,36.0,,,2021-03-16,Louisiana's deaths dropped by 1 this week. We're inquiring as to what happened when.
732,maine,ME,,,58.0,55.0,0.0,691.0,671.0,,7481.0,164.0,157.0,1.0,0.0,0.0,2021-03-16,
733,maryland,MD,,55104.0,2159.0,2096.0,4.0,4011.0,3968.0,,64183.0,4289.0,4210.0,24.0,830.0,697.0,2021-03-19,"The numbers we originally had for this week had the wrong date. They were from 3/12, not 3/16."
734,massachusetts,MA,,,912.0,,,2939.0,2628.0,,30659.0,3017.0,,20.0,4585.0,4154.0,2021-03-17,"In early May 2021, Massachusetts’s Department of Correction revised its number of total prisoner cases after an audit of its records. This resulted in a drop of 450 cases from the previously reported total. In our online tracker, we have gone back to the past weeks of data and estimated the prisoner case breakdown based on this revision. Here in our raw data, we retain the originally reported case totals."
735,michigan,MI,,161937.0,3713.0,,4.0,,,40948.0,614211.0,25707.0,23866.0,139.0,11160.0,3978.0,2021-03-16,"We have been told vaccinations have begun in this system, but they have not released numbers for this week. Vaccine numbers as of 3/19/21"
736,minnesota,MN,,,1030.0,848.0,0.0,729.0,441.0,,101778.0,3958.0,3847.0,12.0,352.0,234.0,2021-03-16,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new testing method, they don't have new presumed positives that will be added to this column."
737,mississippi,MS,,,,,,,,,,,,23.0,,,2021-03-16,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
