state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
colorado,CO,,,1520,,0,2305,,18210,159986,8397,,28,260,,02/09/2021,
connecticut,CT,,,,,,,,,,,,,,,,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
delaware,DE,,,,,1,,0,,,,,,,0,02/09/2021,
florida,FL,,,5336,4910,,0,0,,,17807,17557,205,0,0,02/10/2021,
georgia,GA,,,1587,1476,4,0,0,,,3424,3181,88,0,0,02/09/2021,
hawaii,HI,,,219,211,,,,,14345,1882,1859,8,,,02/09/2021,
idaho,ID,5167,,449,446,0,155,0,10361,,4042,3888,6,0,0,02/09/2021,
illinois,IL,,84703,4028,3898,1,527,0,,266927,10471,10220,86,0,0,02/09/2021,
indiana,IN,,5431,1472,1391,4,,,,15863,3289,3182,49,,,02/09/2021,
iowa,IA,,,687,682,2,1208,,,39308,4483,4452,18,197,,02/09/2021,
kansas,KS,,,1180,,5,,,,,5928,,14,,0,02/08/2021,
kentucky,KY,,,941,913,5,,,,,6902,6762,44,,,02/09/2021,
louisiana,LA,2402,,881,,6,,,7940,,2855,2749,35,,,02/09/2021,
maine,ME,,,53,52,0,616,,,7084,157,157,1,0,0,02/09/2021,
maryland,MD,,47698,2045,1852,4,,,,53410,3997,3673,22,,,02/08/2021,"Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
massachusetts,MA,,,895,,,2725,258,,27735,2977,,19,4286,0,02/10/2021,"In early May 2021, Massachusetts’s Department of Correction revised its number of total prisoner cases after an audit of its records. This resulted in a drop of 450 cases from the previously reported total. In our online tracker, we have gone back to the past weeks of data and estimated the prisoner case breakdown based on this revision. Here in our raw data, we retain the originally reported case totals."
michigan,MI,,134280,3521,,4,,,40551,493518,24707,21874,136,,,02/09/2021,
minnesota,MN,,,995,817,,441,,,93683,3879,3810,11,238,,02/09/2021,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new testing method, they don't have new presumed positives that will be added to this column."
mississippi,MS,,,,,,,,,3321,1392,1366,23,0,0,02/11/2021,
missouri,MO,,,2548,2506,6,,,,,5456,5353,42,0,0,02/09/2021,Missouri's total cases omitted deaths and has been updated.
montana,MT,,,276,,0,0,0,,,1129,,6,110,0,02/08/2021,Vaccinations as of 2/9
nebraska,NE,,,,,,,,3661,6636,959,910,6,,,02/12/2021,
nevada,NV,,,964,,3,,,,,4496,,57,,,02/09/2021,"In April, Nevada revised its cases and deaths for this week. "
new hampshire,NH,,,172,,,,,,1400,446,439,2,,,02/09/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
new jersey,NJ,,141251,2489,,,,,,209685,4488,,52,,,02/07/2021,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly. We have been told vaccinations have begun in this system this week, but they have not released numbers."
new mexico,NM,,,888,847,0,1517,,,33486,2581,2468,28,574,,02/09/2021,
new york,NY,,,4487,4130,7,,,,63056,5527,4884,31,,,02/10/2021,
north carolina,NC,,60262,3516,3128,9,4334,0,38406,99251,9265,7846,44,1647,0,02/09/2021,
north dakota,ND,1053,17593,268,264,1,22,,2975,23807,620,619,1,0,0,02/09/2021,
ohio,OH,,,4576,4384,10,1092,,,58081,9384,7131,133,1162,,02/09/2021,
oklahoma,OK,,11016,980,,,0,0,,28055,7037,,47,0,0,02/09/2021,
oregon,OR,,,817,788,,,,,24064,3486,3204,42,,,02/09/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
pennsylvania,PA,,,,,,,,,,9771,,110,,,02/09/2021,"Pennsylvania took down its dashboard for several months to revise its data. In April of 2021, Pennsylvania revised its historic daily counts of COVID cases and deaths of prisoners. We've adjusted our number here to reflect the change. The state is no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
rhode island,RI,,,,,,,,,,,,,,,,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
south carolina,SC,,,975,862,2,,,,,2999,2823,37,0,0,02/09/2021,staff vaccinated in community
south dakota,SD,,407,186,185,0,,,,7075,2337,2330,7,,,02/09/2021,
tennessee,TN,,,1463,1419,4,1436,,,37921,6555,6440,41,0,0,02/09/2021,
texas,TX,,157011,10877,9823,38,,,,394179,33742,30648,260,0,0,02/09/2021,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative.
utah,UT,,,379,322,,,,,22246,3192,3045,15,,,02/09/2021,
vermont,VT,,,59,,,,,2698,13946,252,245,0,,,02/09/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
virginia,VA,,,2371,2240,3,4533,,,88667,8865,8085,54,11112,,02/09/2021,
washington,WA,,,1087,,2,,,,,6066,5789,12,,,02/09/2021,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
west virginia,WV,,9467,447,442,1,723,542,,9584,1550,1530,4,0,0,02/09/2021,
wisconsin,WI,,,2460,2412,,,,,88150,10788,10556,25,,,02/09/2021,
wyoming,WY,,,259,249,0,,,,21663,706,680,,,,02/09/2021,
federal,US,,,6269,4542,4,,,102645,,48071,46118,234,,,02/09/2021,"The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. We have been told vaccinations have begun in this system, but they have not released numbers for this week."
alabama,AL,,,978,817,3,0,0,,14773,1413,1206,60,0,0,02/02/2021,
alaska,AK,,,271,,0,,,,21236,2299,,5,,,02/02/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
arizona,AZ,,,2526,2213,,,,,,10924,8107,48,,,02/02/2021,
arkansas,AR,,,,,4,,,,,10954,10812,52,0,0,02/02/2021,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
california,CA,,,15314,14302,23,22785,,116751,,47502,44600,195,12810,,02/02/2021,Vaccine numbers as of 2/1
colorado,CO,,,1501,,0,,,18129,154798,8273,,28,222,,02/02/2021,Vaccine numbers as of 2/1
connecticut,CT,,36826,1447,1253,0,,,,53885,3811,3620,19,30,0,02/02/2021,
delaware,DE,,,,,1,,0,,,,,,,0,02/03/2021,
florida,FL,,,5234,4733,6,0,0,,,17767,17527,205,0,0,02/03/2021,
georgia,GA,,,1570,1452,4,0,0,,,3366,3075,88,0,0,02/03/2021,
hawaii,HI,,,218,211,0,,,,14186,1875,1859,3,0,0,02/03/2021,
idaho,ID,5166,,448,429,0,155,0,10266,,3996,2680,6,0,0,02/02/2021,
illinois,IL,,73311,3975,3826,1,516,0,,232460,10361,10007,85,0,0,02/02/2021,
indiana,IN,,5407,1470,1367,4,,,,15439,3267,3146,49,,,02/02/2021,"In past weeks, Indiana has counted some people more than once in their prisoners recovered numbers, if someone were to be reinfected and then recover again. Starting this week, they are removing all of those duplicates, so be careful when comparing to past weeks. They're vaccinating prisoners 70 years old and older. Vaccination data includes three juvenile facilities that we normally remove from our case data."
iowa,IA,,,686,676,2,1208,,,38351,4470,4419,17,197,,02/02/2021,
kansas,KS,,,1148,,5,,,,,5903,,14,,0,02/04/2021,
kentucky,KY,,,928,854,5,,,,,6884,6568,43,0,0,02/02/2021,
louisiana,LA,2387,,866,804,6,,,7820,,2846,2722,35,,,02/02/2021,
maine,ME,,,53,52,0,400,,,7021,157,157,1,0,0,02/03/2021,
maryland,MD,,46244,2008,1805,4,,,,51564,3916,3602,21,,,02/01/2021,"Maryland changed from counting individuals tested to tests administered, and this has been updated accordingly."
massachusetts,MA,,,887,,,2710,133,,26068,2878,,19,4267,0,02/03/2021,"In early May 2021, Massachusetts’s Department of Correction revised its number of total prisoner cases after an audit of its records. This resulted in a drop of 450 cases from the previously reported total. In our online tracker, we have gone back to the past weeks of data and estimated the prisoner case breakdown based on this revision. Here in our raw data, we retain the originally reported case totals."
michigan,MI,,125935,3474,3012,4,,,40464,481931,24389,20688,133,,,02/02/2021,
minnesota,MN,,,989,811,,378,,,92783,3871,3764,11,156,,02/03/2021,"Subtracted 38 presumed positives from inmate recovery numbers, which we have to do each week. Staff returned to work numbers are fine as is. These 38 are from some time in April - since they switched to a new testing method, they don't have new presumed positives that will be added to this column."
mississippi,MS,,,,,,,,,3315,1390,1364,23,0,0,02/03/2021,
missouri,MO,,12844,2528,2451,6,,,,71283,5411,5280,42,0,0,02/02/2021,Missouri's total cases omitted deaths and has been updated.
montana,MT,,,275,,0,0,0,,,1128,,6,0,0,02/03/2021,Montana will not release information on staff vaccinations. This week's staff cases initially inadvertently included those from staff at juvenile facilities and has been updated.
nebraska,NE,,,,,,,,3660,6577,956,893,6,,,02/05/2021,
nevada,NV,,,954,,3,,,,,4495,,57,,,02/02/2021,"In April, Nevada revised its cases and deaths for this week. "
new hampshire,NH,,,169,166,0,,,,1371,443,425,2,,,02/02/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
new jersey,NJ,,136065,2442,,,,,,,,,52,,,01/31/2021,"In May 2021, New Jersey's Department of Corrections revised much of its historic data for tests and cases among prisoners and staff. These figures revealed many new cases but also exclude prisoner cases in residential community release programs that were reported prior to August of 2020, including one death. We have retained the one death in a reentry center, but otherwise are now reporting only data for prisons. We have updated this week accordingly. We have been told vaccinations have begun in this system this week, but they have not released numbers."
new mexico,NM,,,882,799,0,,,,31841,2549,2379,26,,,02/02/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
new york,NY,,,4403,3947,7,,,,60255,5163,4554,31,,,02/02/2021,
north carolina,NC,,55949,3398,2928,7,2444,0,38246,95755,9109,7420,42,853,0,02/02/2021,
north dakota,ND,1052,17020,267,260,1,22,,2959,22867,620,615,1,0,0,02/03/2021,
ohio,OH,,,4528,4299,10,1035,,,56978,9331,7157,133,760,,02/05/2021,
oklahoma,OK,,10537,962,,,0,0,,27761,6988,,46,0,0,02/03/2021,
oregon,OR,,,806,749,0,,,,20549,3397,3093,42,1434,,02/02/2021,Oregon has outsourced its staff vaccination to Safeway and is no longer tracking numbers.
pennsylvania,PA,,,,,,0,0,,,9590,,104,0,0,02/02/2021,"Pennsylvania took down its dashboard for several months to revise its data. In April of 2021, Pennsylvania revised its historic daily counts of COVID cases and deaths of prisoners. We've adjusted our number here to reflect the change. The state is no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
rhode island,RI,,,382,373,1,,,,,1113,1092,2,895,248,02/01/2021,Vaccine numbers as of 2/2
south carolina,SC,,,948,822,2,,,9279,,2974,2741,37,0,0,02/02/2021,
south dakota,SD,,406,185,184,0,,,,6957,2337,2330,7,,,02/02/2021,
tennessee,TN,,9153,1451,1374,4,1436,,,37548,6540,6401,41,0,0,02/02/2021,
texas,TX,,149935,10651,9465,37,5987,,,376621,33246,29282,253,0,0,02/02/2021,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative.
utah,UT,,,364,311,0,,,,21593,3147,3015,15,79,,02/02/2021,
vermont,VT,,,53,39,0,,,2675,13502,247,242,0,8,0,02/02/2021,"Prison health care staff have been vaccinated, but not COs, and they don't have those figures yet. This week's prisoner tests initially had the total number of positive test results, not the unique number of positive results. It has been updated."
virginia,VA,,,2336,2160,3,3589,,,86057,8607,7886,54,7137,,02/04/2021,
washington,WA,,,1076,,2,,,,,5940,5489,10,,,02/02/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
west virginia,WV,,9029,440,432,1,723,542,,9505,1548,1527,4,0,0,02/02/2021,"The vaccination numbers include all staff, not just the ones counted in our covid count"
wisconsin,WI,,,2437,2392,,,,,87243,10783,10465,25,0,0,02/02/2021,
wyoming,WY,,,251,241,0,,,,20853,688,621,,,,02/02/2021,
federal,US,,,6163,4335,3,,1027,101596,,47615,45040,229,,1051,02/02/2021,"The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. This week's cases originally omitted active cases in privately run facilities. The number has been updated. The vaccine numbers here are as of 2/4 and only reflect those who have received two doses, not just one as they had earlier reported."
alabama,AL,,,951,800,3,0,0,,14694,1369,1198,60,0,0,01/25/2021,
alaska,AK,,,268,,0,,,,19858,2294,,5,,,01/25/2021,Alaska is not tracking vaccination numbers for staff or prisoners.
arizona,AZ,,,2429,1911,,,,43447,,9547,7563,47,,,01/26/2021,
arkansas,AR,,,,,4,,,,,10905,10739,52,0,0,01/26/2021,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
california,CA,,,15012,13676,22,22068,,116347,,46595,43309,187,7007,,01/26/2021,
colorado,CO,,,1453,,0,,,18024,150662,8147,,27,,,01/26/2021,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
connecticut,CT,,35339,1411,1165,0,235,,,48558,3723,3445,19,0,0,01/26/2021,
